Shape,Carat,Cut,Color,Clarity,Polish,Symmetry,L/W Ratio,Report,Depth,Table,Fluorescence,Culet,Date Loose,Price,ln price,ln carat
 Round,1.78,Very Good,I,VS1,VG,VG,1.01,GIA,61.4,59,None,Very Small,12/10/2008,12889.00,9.46412951,0.57661336
 Round,2.02,Very Good,I,SI2,VG,VG,1.01,GIA,63,57,None,None,12/10/2008,12890.00,9.4642071,0.70309751
 Round,1.62,Very Good,I,VVS2,G,VG,1.01,GIA,62.2,57,None,None,12/11/2008,12901.00,9.46506011,0.48242615
 Round,1.93,Good,I,SI1,G,G,1.02,GIA,62.7,58,Faint,None,12/10/2008,12904.00,9.46529262,0.65752
 Round,1.5,Very Good,D,SI1,EX,G,1.01,GIA,59.8,58,None,Very Small,12/10/2008,12928.00,9.46715078,0.40546511
 Round,0.9,Signature-Ideal,D,VVS1,EX,EX,1,GIA,61.7,55,None,None,12/10/2008,12931.00,9.46738281,-0.1053605
 Princess,2.02,Signature-Ideal,I,SI1,VG,VG,1.05,GIA,67.9,72,Faint,None,12/10/2008,12934.00,9.46761478,0.70309751
 Princess,2,Signature-Ideal,I,VS2,EX,VG,1.03,GIA,69.5,70,None,None,12/10/2008,12938.00,9.467924,0.69314718
 Round,2.03,Very Good,I,SI2,VG,G,1.01,GIA,62.6,61,Faint,None,12/10/2008,12949.00,9.46877384,0.70803579
 Round,1.52,Ideal,I,VVS2,EX,EX,1,GIA,61.4,56,Faint,None,12/11/2008,12953.00,9.4690827,0.41871033
 Round,0.9,Ideal,D,IF,EX,EX,1.01,GIA,60.9,59,None,None,12/11/2008,12956.00,9.46931428,-0.1053605
 Round,2.03,Good,I,SI2,VG,G,1.01,GIA,64.9,60,Medium Blue,None,12/10/2008,12959.00,9.46954581,0.70803579
 Round,0.91,Very Good,D,IF,VG,EX,1,GIA,61.9,57,None,None,12/10/2008,12961.00,9.46970013,-0.0943107
 Princess,2.28,Very Good,I,VS2,EX,VG,1.03,GIA,73.4,76,None,None,12/11/2008,12993.00,9.47216603,0.82417544
 Round,1.59,Ideal,I,VVS2,EX,EX,1.01,GIA,61.4,55,None,None,12/11/2008,12994.00,9.47224299,0.46373402
 Round,2.02,Good,I,SI2,EX,VG,1,GIA,61,62,None,None,12/11/2008,12994.00,9.47224299,0.70309751
 Princess,2.01,Signature-Ideal,I,VS2,EX,VG,1.05,GIA,68.2,72,None,None,12/10/2008,12997.00,9.47247384,0.69813472
 Round,1.15,Ideal,D,VS1,EX,EX,1.01,GIA,61.7,55,Faint,None,12/10/2008,13003.00,9.47293538,0.13976194
 Round,1.71,Ideal,I,VS1,EX,EX,1,GIA,60.3,60,None,None,12/11/2008,13010.00,9.47347357,0.53649337
 Round,1.36,Very Good,D,VS2,EX,EX,1,GIA,61.8,60,None,None,12/10/2008,13011.00,9.47355043,0.3074847
 Princess,1.54,Very Good,D,VS2,EX,VG,1.04,GIA,71.5,69,None,None,12/10/2008,13032.00,9.47516315,0.43178242
 Round,1.05,Signature-Ideal,D,VS1,EX,EX,1.01,GIA,61.3,57,None,None,12/10/2008,13080.00,9.47883963,0.04879016
 Round,1.17,Very Good,E,VVS2,G,VG,1.01,GIA,59.1,60,None,None,12/10/2008,13080.00,9.47883963,0.15700375
 Round,1.15,Ideal,E,VVS2,EX,EX,1,GIA,59.5,59,None,None,12/10/2008,13082.00,9.47899252,0.13976194
 Round,1.02,Ideal,E,VVS1,EX,EX,1.01,GIA,61,57,Medium,None,12/10/2008,13084.00,9.47914539,0.01980263
 Round,1.15,Ideal,E,VVS2,EX,EX,1.01,GIA,61.6,56,None,None,12/10/2008,13094.00,9.47990939,0.13976194
 Round,1.04,Good,E,VVS2,EX,VG,1.01,GIA,63.3,58,None,None,12/10/2008,13096.00,9.48006212,0.03922071
 Round,1.05,Ideal,E,VVS2,EX,VG,1.01,GIA,61.4,57,None,None,12/10/2008,13096.00,9.48006212,0.04879016
 Round,1.62,Very Good,D,SI1,G,G,1.01,GIA,60.8,58,Strong,None,12/10/2008,13100.00,9.48036751,0.48242615
 Round,1,Very Good,D,VVS2,EX,VG,1.01,GIA,58.4,61,None,None,12/10/2008,13115.00,9.48151189,0
 Round,1.24,Signature-Ideal,E,VS1,EX,EX,1.01,GIA,61.7,57,Medium Blue,None,12/10/2008,13117.00,9.48166438,0.21511138
 Round,1.73,Ideal,D,SI2,EX,EX,1.01,GIA,62.4,56,None,None,12/10/2008,13131.00,9.48273113,0.54812141
 Round,1.52,Ideal,E,SI1,EX,EX,1.01,GIA,61.2,58,Medium,None,12/11/2008,13139.00,9.48334019,0.41871033
 Emerald,1.55,Very Good,D,VVS2,EX,EX,1.32,GIA,69.8,62,None,None,12/11/2008,13157.00,9.48470922,0.43825493
 Round,1.01,Very Good,E,VVS1,EX,EX,1.01,GIA,62.8,58,None,None,12/10/2008,13165.00,9.48531707,0.00995033
 Round,1.01,Ideal,D,VVS2,EX,VG,1.01,GIA,61.4,58,None,None,12/10/2008,13168.00,9.48554492,0.00995033
 Round,1.07,Signature-Ideal,D,VS1,EX,EX,1.01,GIA,61.4,56,None,Very Small,12/10/2008,13168.00,9.48554492,0.06765865
 Round,1.02,Ideal,D,VVS2,EX,EX,1.01,GIA,61.9,56,Medium,None,12/10/2008,13171.00,9.48577272,0.01980263
 Round,1.01,Very Good,E,IF,EX,G,1.02,GIA,63.8,57,None,None,12/10/2008,13173.00,9.48592456,0.00995033
 Round,1.71,Very Good,E,SI1,G,VG,1,GIA,62.8,60,Strong Blue,None,12/10/2008,13173.00,9.48592456,0.53649337
 Princess,1.74,Very Good,E,SI1,EX,VG,1.02,GIA,74.8,69,Medium Blue,None,12/11/2008,13178.00,9.48630405,0.55388511
 Round,1.36,Very Good,E,VS1,VG,EX,1,GIA,60.9,64,Faint,None,12/17/2008,13185.00,9.4868351,0.3074847
 Round,1.06,Ideal,E,VVS2,EX,VG,1.01,GIA,61.5,58,None,Very Small,12/10/2008,13211.00,9.48880509,0.05826891
 Round,1.53,Ideal,D,SI1,EX,EX,1.01,GIA,61.4,58,Medium,None,12/11/2008,13218.00,9.48933482,0.42526774
 Round,1.2,Ideal,E,VS1,EX,VG,1,GIA,60.6,60,None,None,12/10/2008,13225.00,9.48986426,0.18232156
 Round,1.53,Very Good,E,SI1,VG,VG,1.02,GIA,60.6,59,None,Very Small,12/10/2008,13227.00,9.49001547,0.42526774
 Round,1.56,Very Good,D,SI1,EX,VG,1.01,GIA,63.7,58,Medium Blue,None,12/17/2008,13232.00,9.49039342,0.44468582
 Round,1.02,Ideal,E,VVS1,EX,VG,1.01,GIA,60.8,60,None,None,12/10/2008,13243.00,9.49122439,0.01980263
 Round,1.1,Ideal,D,VS1,EX,EX,1.01,GIA,60.8,56,None,None,12/17/2008,13245.00,9.4913754,0.09531018
 Round,1.6,Very Good,E,SI1,VG,EX,1.01,GIA,62.6,58,Faint,None,12/10/2008,13247.00,9.49152639,0.47000363
 Round,1.51,Very Good,D,SI1,G,G,1.02,GIA,61.8,62,Medium Blue,None,12/10/2008,13251.00,9.4918283,0.41210965
 Princess,1.51,Good,E,IF,G,VG,1.06,GIA,76.2,71,None,None,12/10/2008,13252.00,9.49190376,0.41210965
 Round,1.09,Ideal,D,VS1,EX,EX,1,GIA,61.5,57,None,None,12/10/2008,13253.00,9.49197922,0.0861777
 Round,2.05,Ideal,J,SI1,EX,EX,1.01,GIA,60.3,60,Medium Blue,None,12/10/2008,13630.00,9.52002852,0.71783979
 Round,2.05,Ideal,J,SI1,EX,EX,1.01,GIA,62.4,55,Medium Blue,None,12/10/2008,13630.00,9.52002852,0.71783979
 Round,2.23,Very Good,J,SI1,VG,VG,1,GIA,62.8,59,Faint Blue,None,12/11/2008,13658.00,9.52208071,0.80200159
 Round,2.06,Very Good,J,VS2,EX,EX,1,GIA,63,59,Faint,None,12/10/2008,13679.00,9.52361709,0.72270598
 Round,2.06,Very Good,J,VS2,VG,VG,1.01,GIA,63.2,57,None,None,12/10/2008,13679.00,9.52361709,0.72270598
 Round,2.2,Very Good,J,SI1,G,VG,1.01,GIA,60.7,57,Faint,None,12/10/2008,13694.00,9.52471306,0.78845736
 Round,2.01,Very Good,J,VS2,VG,VG,1.01,GIA,61,60,None,None,12/10/2008,13701.00,9.5252241,0.69813472
 Round,2.07,Ideal,J,VS2,VG,EX,1,GIA,61.7,59,None,None,12/10/2008,13741.00,9.52813934,0.72754861
 Round,2,Very Good,J,VS2,VG,G,1.01,GIA,60.7,60,Medium,Very Small,12/10/2008,13751.00,9.52886683,0.69314718
 Round,2.06,Ideal,J,VS2,VG,EX,1.01,GIA,61.1,58,None,None,12/10/2008,13752.00,9.52893955,0.72270598
 Round,2.12,Ideal,J,SI1,EX,EX,1,GIA,61,57,Strong,None,12/16/2008,13753.00,9.52901226,0.75141609
 Round,2.07,Ideal,J,SI1,EX,EX,1,GIA,61.4,58,None,None,12/10/2008,13754.00,9.52908497,0.72754861
 Round,2.01,Fair,J,VS1,G,VG,1.01,GIA,57.4,62,Faint,Medium,12/10/2008,13767.00,9.5300297,0.69813472
 Round,2.02,Ideal,J,VS2,EX,EX,1.01,GIA,60.7,58,Strong,None,12/11/2008,13784.00,9.53126378,0.70309751
 Round,2,Very Good,J,VS1,EX,VG,1,GIA,59.2,61,None,None,12/11/2008,13815.00,9.53351024,0.69314718
 Round,2.16,Ideal,J,SI1,EX,EX,1,GIA,62.2,55,None,None,12/18/2008,13828.00,9.5344508,0.77010822
 Round,2.08,Ideal,J,SI1,EX,EX,1.01,GIA,62.2,56,None,None,12/10/2008,13834.00,9.53488461,0.73236789
 Round,2.06,Ideal,J,SI1,EX,EX,1,GIA,61.1,55,None,None,12/10/2008,13838.00,9.53517371,0.72270598
 Emerald,2.37,Very Good,J,VVS2,VG,G,1.39,GIA,65.8,66,Medium,Small,12/10/2008,13848.00,9.5358961,0.86288996
 Round,2.1,Very Good,J,SI1,EX,G,1.01,GIA,62.1,56,Medium,None,12/10/2008,13866.00,9.53719508,0.74193734
 Round,1.01,Ideal,D,VVS2,EX,VG,1.01,GIA,62,58,None,None,12/10/2008,13960.00,9.54395138,0.00995033
 Round,1.6,Very Good,D,SI1,G,VG,1.01,GIA,60.4,62,None,None,12/10/2008,13985.00,9.54574061,0.47000363
 Emerald,1.28,Very Good,D,IF,VG,G,1.4,GIA,68.9,70,Faint,None,12/10/2008,13991.00,9.54616954,0.24686008
 Round,1.39,Very Good,D,VS2,EX,VG,1.01,GIA,62.4,59,None,None,12/10/2008,14049.00,9.5503065,0.32930375
 Emerald,1.51,Signature-Ideal,D,VS2,EX,VG,1.36,GIA,67.6,69,None,Very Small,12/10/2008,14055.00,9.55073348,0.41210965
 Princess,1.57,Very Good,D,VS1,G,VG,1.04,GIA,71.3,68,None,None,12/10/2008,14056.00,9.55080463,0.45107562
 Emerald,1.29,Very Good,D,IF,VG,G,1.45,GIA,66.7,64,None,None,12/10/2008,14093.00,9.5534335,0.25464222
 Round,2.01,Good,D,SI2,EX,G,1.02,GIA,64.6,55,Strong,None,12/10/2008,14140.00,9.55676294,0.69813472
 Round,1.51,Good,D,VS2,VG,VG,1.01,GIA,59.8,63,Very Strong Blue,None,12/10/2008,14145.00,9.55711648,0.41210965
 Round,1.01,Ideal,F,IF,EX,EX,1.01,GIA,61.5,57,None,None,12/10/2008,14146.00,9.55718718,0.00995033
 Round,1.22,Ideal,F,VVS2,EX,EX,1,GIA,62.5,56,None,None,12/11/2008,14163.00,9.55838821,0.19885086
 Round,1.22,Ideal,F,VVS2,EX,EX,1,GIA,62.4,56,None,None,12/11/2008,14163.00,9.55838821,0.19885086
 Round,1.22,Ideal,F,VVS2,EX,EX,1,GIA,60.9,57,None,None,12/11/2008,14163.00,9.55838821,0.19885086
 Round,1.21,Ideal,F,VVS2,EX,EX,1.01,GIA,62,56,Medium Blue,None,12/10/2008,14166.00,9.55860001,0.19062036
 Round,1.02,Ideal,F,VVS1,EX,EX,1,GIA,61.9,56,None,None,12/11/2008,14168.00,9.55874118,0.01980263
 Round,1,Ideal,F,IF,VG,EX,1.01,GIA,59.9,59,None,None,12/10/2008,14169.00,9.55881176,0
 Round,1.7,Very Good,F,SI1,EX,VG,1.01,GIA,63.2,59,None,None,12/11/2008,14174.00,9.55916458,0.53062825
 Round,1.68,Very Good,D,SI1,VG,EX,1.01,GIA,63.3,58,None,None,12/10/2008,14178.00,9.55944675,0.51879379
 Round,1.62,Ideal,H,VS1,EX,EX,1,GIA,62.1,55,None,None,12/10/2008,14192.00,9.5604337,0.48242615
 Round,1.51,Ideal,H,VVS1,EX,EX,1.01,GIA,61.5,56,None,None,12/11/2008,14194.00,9.56057462,0.41210965
 Round,1.05,Very Good,F,IF,EX,VG,1.01,GIA,62.3,58,Medium,None,12/10/2008,14199.00,9.56092682,0.04879016
 Round,2.02,Very Good,H,SI2,EX,EX,1,GIA,63.9,58,None,None,12/10/2008,14201.00,9.56106766,0.70309751
 Round,2.02,Good,H,SI2,VG,VG,1.01,GIA,63.4,60,None,None,12/10/2008,14201.00,9.56106766,0.70309751
 Round,1.5,Ideal,D,SI1,EX,EX,1.01,GIA,62.6,55,Faint,None,12/10/2008,14202.00,9.56113808,0.40546511
 Round,1.64,Ideal,F,SI1,EX,EX,1.01,GIA,62.5,59,Faint,None,12/10/2008,14204.00,9.56127889,0.49469624
 Round,1.64,Ideal,F,SI1,EX,EX,1.01,GIA,61.4,59,None,Very Small,12/10/2008,14204.00,9.56127889,0.49469624
 Round,1.07,Ideal,F,VVS1,EX,EX,1.01,GIA,60,59,None,None,12/11/2008,14206.00,9.56141969,0.06765865
 Round,1.08,Signature-Ideal,F,VVS1,ID,ID,1.01,AGSL,61.8,56,Negligible,Very Small,12/10/2008,14217.00,9.56219371,0.07696104
 Round,1.51,Very Good,F,VS2,EX,VG,1.01,GIA,58.9,60,None,None,12/10/2008,14224.00,9.56268596,0.41210965
 Emerald,2.07,Good,H,VVS1,VG,G,1.56,GIA,71.1,65,None,Small,12/10/2008,14228.00,9.56296713,0.72754861
 Round,1.15,Signature-Ideal,D,VS1,EX,EX,1.01,GIA,61.6,56,Faint,None,12/10/2008,14232.00,9.56324823,0.13976194
 Round,1.2,Ideal,F,VVS1,VG,VG,1,GIA,63,54,None,None,12/11/2008,14235.00,9.563459,0.18232156
 Princess,1.8,Very Good,F,VS1,VG,VG,1.04,GIA,71.1,67,Faint,None,12/10/2008,14237.00,9.56359949,0.58778666
 Round,1.21,Ideal,F,VVS1,EX,EX,1.01,GIA,61.1,57,Medium,None,12/11/2008,14248.00,9.56437182,0.19062036
 Round,1.31,Ideal,F,VVS2,EX,EX,1,GIA,61.6,56,Strong,None,12/10/2008,14248.00,9.56437182,0.27002714
 Round,1.7,Very Good,H,VS1,EX,EX,1,GIA,63.2,55,None,None,12/11/2008,14252.00,9.56465253,0.53062825
 Emerald,2,Good,H,VVS2,EX,VG,1.4,GIA,70.2,63,Faint,None,12/10/2008,14266.00,9.56563436,0.69314718
 Round,1.05,Signature-Ideal,F,VVS1,EX,EX,1.01,GIA,60.7,56,Faint,Very Small,12/10/2008,14267.00,9.56570446,0.04879016
 Round,1.14,Ideal,D,VVS2,EX,EX,1.01,GIA,61.7,56,Strong,None,12/10/2008,14269.00,9.56584463,0.13102826
 Round,1,Very Good,D,VVS2,VG,G,1.01,GIA,60.2,60,None,None,12/10/2008,14281.00,9.56668526,0
 Round,1.81,Ideal,H,SI1,EX,EX,1.01,GIA,60.9,58,Faint,None,12/10/2008,14285.00,9.56696531,0.59332685
 Round,0.91,Ideal,D,IF,EX,EX,1.01,GIA,61.6,56,None,None,12/11/2008,14296.00,9.56773506,-0.0943107
 Round,1.53,Ideal,H,VVS2,EX,EX,1,GIA,61.3,56,None,None,12/10/2008,14314.00,9.56899336,0.42526774
 Emerald,2.01,Good,H,VS2,VG,VG,1.33,GIA,69.1,74,None,Small,12/10/2008,14324.00,9.56969173,0.69813472
 Round,1.51,Very Good,H,IF,VG,VG,1.01,GIA,62.9,57,Medium,None,12/10/2008,14325.00,9.56976154,0.41210965
 Round,1.61,Ideal,D,SI1,EX,VG,1.01,GIA,60.2,60,None,None,12/10/2008,14340.00,9.57080811,0.47623418
 Princess,2.02,Very Good,H,VS1,VG,G,1.02,GIA,74.5,73,None,None,12/10/2008,14351.00,9.57157491,0.70309751
 Round,1.51,Ideal,H,VS1,EX,VG,1,GIA,62.4,58,None,None,12/17/2008,14353.00,9.57171426,0.41210965
 Round,1.84,Very Good,H,SI1,EX,EX,1.01,GIA,63.8,56,None,None,12/11/2008,14355.00,9.57185359,0.60976557
 Round,1.16,Signature-Ideal,D,VS1,ID,ID,1,AGSL,60.6,55,None,Pointed,12/10/2008,14356.00,9.57192325,0.14842001
 Round,2.01,Fair,D,SI2,EX,G,1.01,GIA,64.7,62,None,None,12/10/2008,14363.00,9.57241073,0.69813472
 Emerald,1.45,Fair,D,IF,G,G,1.17,GIA,76.7,63,Faint,None,12/10/2008,14399.00,9.57491404,0.37156356
 Round,1.3,Ideal,D,VS1,VG,EX,1.01,GIA,61.7,59,Medium Blue,None,12/11/2008,14401.00,9.57505293,0.26236426
 Round,2.06,Good,I,SI1,VG,VG,1,GIA,63.8,61,Strong,None,12/10/2008,14462.00,9.5792798,0.72270598
 Round,2.01,Ideal,I,SI2,EX,EX,1.01,GIA,61.3,58,None,None,12/11/2008,14467.00,9.57962547,0.69813472
 Round,2.14,Very Good,I,SI2,EX,VG,1,GIA,62.6,57,Faint,None,12/16/2008,14480.00,9.58052367,0.76080583
 Princess,2.21,Very Good,I,VVS2,VG,G,1.04,GIA,71.1,75,Faint,None,12/10/2008,14481.00,9.58059272,0.79299252
 Round,1.85,Ideal,I,VS1,EX,EX,1.01,GIA,62.3,56,Medium,None,12/10/2008,14494.00,9.58149005,0.61518564
 Round,2.01,Very Good,I,SI1,VG,EX,1.01,AGSL,64,58,None,Pointed,12/10/2008,14498.00,9.58176599,0.69813472
 Round,2.14,Very Good,I,SI2,VG,VG,1.01,GIA,62.7,57,None,None,12/10/2008,14502.00,9.58204185,0.76080583
 Round,2.01,Ideal,I,SI1,VG,VG,1.01,GIA,62.1,57,Strong,None,12/10/2008,14511.00,9.58266226,0.69813472
 Round,2.03,Very Good,I,SI2,VG,EX,1.01,GIA,62.8,60,None,None,12/11/2008,14513.00,9.58280008,0.70803579
 Round,2.01,Ideal,I,SI2,EX,EX,1.01,GIA,61.1,56,None,None,12/10/2008,14529.00,9.58390193,0.69813472
 Emerald,2.18,Very Good,I,VS2,VG,VG,1.23,GIA,68.7,61,None,Very Small,12/10/2008,14581.00,9.58747459,0.77932488
 Princess,2.22,Very Good,I,VS1,G,G,1.02,GIA,72.8,75,None,None,12/10/2008,14623.00,9.59035091,0.7975072
 Emerald,2,Very Good,I,IF,VG,G,1.26,GIA,66.7,71,Faint,None,12/10/2008,14634.00,9.59110287,0.69314718
 Round,2.01,Good,I,VS2,VG,G,1.02,GIA,64.8,59,None,None,12/10/2008,14634.00,9.59110287,0.69813472
 Round,2.05,Very Good,I,SI1,VG,EX,1.01,GIA,63,60,Faint,None,12/10/2008,14660.00,9.59287798,0.71783979
 Round,2.04,Very Good,I,SI2,VG,G,1.02,GIA,62.5,52,None,Small,12/10/2008,14668.00,9.59342353,0.71294981
 Round,2.04,Very Good,I,SI2,G,G,1.01,GIA,60.1,57,None,None,12/10/2008,14668.00,9.59342353,0.71294981
 Princess,2.26,Very Good,I,VVS2,EX,VG,1.02,GIA,71.2,64,None,None,12/10/2008,14676.00,9.59396879,0.81536481
 Princess,2.01,Signature-Ideal,I,VS1,EX,EX,1.04,GIA,66.7,70,None,None,12/10/2008,14689.00,9.59485419,0.69813472
 Emerald,2.39,Very Good,I,VS2,VG,VG,1.08,GIA,61.7,64,None,Small,12/10/2008,14705.00,9.59594285,0.87129337
 Round,1.71,Very Good,H,VS2,EX,EX,1.01,GIA,63.1,58,None,None,12/10/2008,14709.00,9.59621483,0.53649337
 Princess,2.04,Very Good,H,VS1,VG,G,1.05,GIA,73.4,77,None,None,12/10/2008,14730.00,9.59764151,0.71294981
 Princess,2.04,Very Good,H,VS1,VG,VG,1.02,GIA,71.3,77,Faint,None,12/10/2008,14744.00,9.5985915,0.71294981
 Round,1.57,Signature-Ideal,H,VS1,EX,EX,1.01,GIA,60.6,57,Faint,None,12/10/2008,14750.00,9.59899836,0.45107562
 Princess,2.07,Very Good,H,VS1,EX,EX,1,GIA,72.9,72,Faint,None,12/10/2008,14762.00,9.59981159,0.72754861
 Round,1.72,Very Good,H,VS2,EX,EX,1.01,GIA,59.2,58,Faint,None,12/10/2008,14789.00,9.60163894,0.54232429
 Princess,2.07,Very Good,H,VS2,EX,EX,1.01,GIA,71.5,74,None,None,12/18/2008,14800.00,9.60238246,0.72754861
 Round,1.54,Ideal,H,VVS1,EX,EX,1.01,GIA,62.7,55,None,None,12/10/2008,14802.00,9.60251759,0.43178242
 Round,1.58,Ideal,H,VS1,EX,EX,1.01,GIA,61.8,56,None,None,12/11/2008,14835.00,9.60474453,0.45742485
 Round,1.54,Very Good,H,VVS2,EX,EX,1,GIA,59.6,59,None,None,12/11/2008,14868.00,9.60696653,0.43178242
 Round,1.41,Ideal,G,IF,EX,VG,1.01,GIA,62,57,None,None,12/10/2008,14913.00,9.60998859,0.3435897
 Princess,2.02,Very Good,G,SI1,VG,VG,1.04,GIA,72.1,73,Faint,None,12/10/2008,14914.00,9.61005565,0.70309751
 Round,1.51,Ideal,G,VVS2,ID,ID,1.01,AGSL,60.7,57,Negligible,None,12/10/2008,14915.00,9.6101227,0.41210965
 Round,2,Good,G,SI2,VG,VG,1.01,GIA,62.2,59,None,None,12/10/2008,14930.00,9.61112789,0.69314718
 Princess,2.05,Very Good,G,SI1,VG,VG,1.06,GIA,71,74,None,None,12/10/2008,14933.00,9.61132881,0.71783979
 Round,1.6,Ideal,G,VS1,EX,EX,1,GIA,60.5,58,Medium Blue,None,12/10/2008,14947.00,9.61226589,0.47000363
 Round,2.04,Very Good,G,SI2,VG,VG,1.01,GIA,61.4,58,Strong,None,12/11/2008,14955.00,9.61280097,0.71294981
 Round,1.4,Ideal,G,VVS2,EX,VG,1.01,GIA,62.6,56,None,None,12/11/2008,14958.00,9.61300155,0.33647224
 Round,1.4,Ideal,G,VVS2,EX,VG,1.01,GIA,62.6,55,None,None,12/11/2008,14958.00,9.61300155,0.33647224
 Round,2,Very Good,H,SI2,EX,EX,1,GIA,59.4,58,None,None,12/10/2008,14981.00,9.61453801,0.69314718
 Round,2,Very Good,H,SI2,EX,EX,1.01,GIA,62.7,60,None,None,12/10/2008,14981.00,9.61453801,0.69314718
 Princess,2.17,Very Good,G,SI1,VG,VG,1.06,GIA,70.9,71,None,None,12/10/2008,14983.00,9.6146715,0.77472717
 Round,1.5,Very Good,G,VS1,EX,VG,1.01,GIA,62.5,58,None,None,12/11/2008,14997.00,9.61560546,0.40546511
 Round,2.01,Very Good,G,SI2,VG,VG,1.01,GIA,63.2,58,None,None,12/10/2008,14999.00,9.61573881,0.69813472
 Round,1.57,Very Good,G,VS1,EX,VG,1.01,GIA,61.6,60,None,Very Small,12/10/2008,15007.00,9.61627204,0.45107562
 Round,1.27,Signature-Ideal,G,IF,EX,EX,1.01,GIA,60.8,57,None,None,12/10/2008,15016.00,9.61687158,0.2390169
 Round,1.56,Ideal,H,VVS2,VG,EX,1.01,GIA,61.1,58,None,None,12/17/2008,15031.00,9.61787001,0.44468582
 Princess,2.01,Very Good,G,VS2,EX,VG,1.01,GIA,74.6,72,None,None,12/10/2008,15033.00,9.61800306,0.69813472
 Round,2.01,Good,G,SI2,VG,G,1.01,GIA,61.7,58,None,None,12/10/2008,15036.00,9.6182026,0.69813472
 Emerald,2.06,Very Good,H,VS1,VG,VG,1.07,GIA,63.9,63,None,Medium,12/10/2008,15039.00,9.61840211,0.72270598
 Emerald,1.73,Very Good,E,VVS2,VG,G,1.25,GIA,66.5,66,None,None,12/11/2008,15045.00,9.61880099,0.54812141
 Emerald,2.01,Very Good,G,VS2,VG,VG,1.51,GIA,69.7,69,None,None,12/10/2008,15061.00,9.6198639,0.69813472
 Princess,2.27,Good,H,VS1,VG,G,1.09,GIA,78.2,73,None,None,12/11/2008,15066.00,9.62019583,0.81977983
 Emerald,2,Very Good,H,VS2,EX,G,1.19,GIA,62.4,69,Faint,Small,12/10/2008,15068.00,9.62032857,0.69314718
 Round,1.59,Very Good,G,VVS1,VG,G,1.01,GIA,63.1,59,None,None,12/10/2008,15069.00,9.62039493,0.46373402
 Round,1.3,Signature-Ideal,G,VVS1,EX,EX,1.01,GIA,61.8,56,None,None,12/10/2008,15070.00,9.62046129,0.26236426
 Round,2.01,Very Good,H,SI2,EX,VG,1.01,GIA,62.5,58,None,None,12/10/2008,15070.00,9.62046129,0.69813472
 Round,1.71,Very Good,G,VS2,EX,EX,1,GIA,63.7,55,Medium,None,12/11/2008,15072.00,9.620594,0.53649337
 Round,2.02,Very Good,H,SI2,EX,VG,1.01,AGSL,61.8,58,None,Pointed,12/10/2008,15107.00,9.62291349,0.70309751
 Round,1.01,Ideal,E,VVS1,VG,VG,1.01,GIA,62.2,57,None,None,12/18/2008,15128.00,9.62430261,0.00995033
 Round,1.27,Ideal,E,VVS2,EX,EX,1,GIA,61.4,56,Medium,None,12/11/2008,15135.00,9.62476522,0.2390169
 Emerald,2.01,Very Good,H,VS2,VG,VG,1.25,GIA,61.4,71,Faint,Very Small,12/10/2008,15138.00,9.62496342,0.69813472
 Round,2.02,Good,E,SI2,VG,G,1.01,GIA,65,58,Strong,None,12/10/2008,15140.00,9.62509553,0.70309751
 Round,1.5,Ideal,E,VS2,ID,ID,1.01,AGSL,61.4,59,Negligible,None,12/10/2008,15145.00,9.62542572,0.40546511
 Round,1.02,Ideal,E,VVS1,EX,EX,1.01,GIA,61.2,56,None,None,12/11/2008,15173.00,9.62727281,0.01980263
 Round,1.23,Ideal,E,VVS2,EX,EX,1,GIA,61,56,None,None,12/10/2008,15193.00,9.62859007,0.20701417
 Round,1.25,Ideal,E,VVS2,EX,VG,1.01,GIA,62.5,58,None,None,12/18/2008,15195.00,9.62872171,0.22314355
 Round,1.28,Ideal,E,VS1,VG,EX,1,GIA,61.9,58,None,None,12/10/2008,15201.00,9.62911649,0.24686008
 Round,2.03,Very Good,E,SI2,EX,VG,1.01,GIA,63,61,Strong,None,12/11/2008,15217.00,9.6301685,0.70803579
 Round,1.02,Ideal,E,VVS1,VG,VG,1,GIA,62.6,56,None,None,12/10/2008,15267.00,9.63344892,0.01980263
 Round,1.23,Ideal,E,VVS1,EX,EX,1.01,GIA,62,58,Strong,None,12/10/2008,15273.00,9.63384184,0.20701417
 Princess,2,Good,E,VS2,VG,G,1.04,GIA,77.8,79,None,None,12/10/2008,15274.00,9.63390732,0.69314718
 Round,1.1,Ideal,E,IF,EX,EX,1.01,GIA,61.9,55,Strong,None,12/10/2008,15278.00,9.63416916,0.09531018
 Round,1.15,Ideal,E,VVS2,EX,EX,1,GIA,61.9,57,None,None,12/10/2008,15288.00,9.63482349,0.13976194
 Princess,2.01,Good,E,SI1,VG,VG,1.12,GIA,75.5,73,None,None,12/10/2008,15297.00,9.63541201,0.69813472
 Round,2.05,Very Good,E,SI2,G,VG,1,GIA,59.7,60,None,None,12/10/2008,15347.00,9.63867529,0.71783979
 Round,2.02,Good,E,SI2,VG,VG,1.01,GIA,60.6,56,Strong,None,12/10/2008,15355.00,9.63919643,0.70309751
 Round,1.1,Ideal,E,VVS1,VG,VG,1.01,GIA,61.7,59,Faint,Very Small,12/10/2008,15377.00,9.64062817,0.09531018
 Round,1.03,Ideal,D,VVS1,EX,VG,1.01,GIA,62.6,55,None,None,12/10/2008,15628.00,9.65681946,0.0295588
